Package,Version,Ecosystem
@onereach/font-icons,"27.0.2, 27.0.3, 27.0.4",npm
@onereach/get-version-data,"3.1.2, 3.1.3, 3.1.4",npm
@onereach/idw-apps,"0.1.3, 0.1.4, 0.1.5",npm
@onereach/idw-contracts,"0.1.2, 0.1.3, 0.1.4",npm
@onereach/idw-init-account-resources,"1.0.1, 1.0.2, 1.0.3",npm
@onereach/idw-sdk,"0.1.2, 0.1.3, 0.1.4",npm
@onereach/idw-ui-components,"0.1.2, 0.1.3, 0.1.4",npm
@onereach/lambda-invocation,"1.2.1, 1.2.2, 1.2.3",npm
@onereach/messengers-infobip-sdk,"0.1.1, 0.1.2, 0.1.3",npm
@onereach/or-browser,"0.0.48, 0.0.49, 0.0.50",npm
@onereach/or-browser-next,"0.0.11, 0.0.12, 0.0.13",npm
@onereach/or-content-builder-renderer,"0.0.2, 0.0.3, 0.0.4",npm
@onereach/or-file-uploader-next,"0.0.8, 0.0.9, 0.0.10",npm
@onereach/or-pro,"1.13.1, 1.13.2, 1.13.3",npm
@onereach/or-sdk-agent-cli,"0.0.6, 0.0.7, 0.0.8",npm
@onereach/orest-cli,"2.4.1, 2.4.2, 2.4.3",npm
@onereach/orest-input-cli,"1.18.1, 1.18.2, 1.18.3",npm
@onereach/orest-jest-presets,"0.0.3, 0.0.4, 0.0.5",npm
@onereach/orest-vue-demi-vue2,"0.0.4, 0.0.5, 0.0.6",npm
@onereach/orest-vue-demi-vue3,"0.0.4, 0.0.5, 0.0.6",npm
@onereach/orest-vue3,"0.0.4, 0.0.5, 0.0.6",npm
@onereach/phonenumber-interpreter,"0.0.18, 0.0.19, 0.0.20",npm
@onereach/pnpm-audit-junit,"1.0.3, 1.0.4, 1.0.5",npm
@onereach/postcss-scoped-selector,"1.2.1, 1.2.2, 1.2.3",npm
@onereach/regex-helper,"0.5.16, 0.5.17, 0.5.18",npm
@onereach/regular-expressions,"0.5.23, 0.5.24, 0.5.25",npm
@onereach/regular-expressions-test,"0.0.4, 0.0.5, 0.0.6",npm
@onereach/rwc-client,"6.4.7, 6.4.8, 6.4.9",npm
@onereach/salesforce-miaw-client,"0.0.3, 0.0.4, 0.0.5",npm
@onereach/si-a-button,"0.0.3, 0.0.4, 0.0.5",npm
@onereach/si-alert,"0.4.11, 0.4.12, 0.4.13",npm
@onereach/si-checkbox,"0.6.5, 0.6.6, 0.6.7",npm
@onereach/si-checkbox-group,"0.3.5, 0.3.6, 0.3.7",npm
@onereach/si-code,"0.6.4, 0.6.5, 0.6.6",npm
@onereach/si-collapsible-group,"0.6.4, 0.6.5, 0.6.6",npm
@onereach/si-copyable-text,"0.4.11, 0.4.12, 0.4.13",npm
@onereach/si-datepicker,"0.4.5, 0.4.6, 0.4.7",npm
@onereach/si-divider,"0.4.11, 0.4.12, 0.4.13",npm
@onereach/si-dropdown-advanced,"0.4.5, 0.4.6, 0.4.7",npm
@onereach/si-dropdown-simple,"0.4.5, 0.4.6, 0.4.7",npm
@onereach/si-header,"0.4.11, 0.4.12, 0.4.13, 0.4.14",npm
@onereach/si-list,"0.7.4, 0.7.5, 0.7.6",npm
@onereach/si-merge-tag-input,"0.4.5, 0.4.6, 0.4.7",npm
@onereach/si-radio-group,"0.3.5, 0.3.6, 0.3.7",npm
@onereach/si-root,"0.9.4, 0.9.5, 0.9.6",npm
@onereach/si-select,"0.1.3, 0.1.4, 0.1.5",npm
@onereach/si-step-chooser,"0.4.4, 0.4.5, 0.4.6",npm
@onereach/si-switch,"0.4.5, 0.4.6, 0.4.7",npm
@onereach/si-text-message,"0.4.5, 0.4.6, 0.4.7",npm
@onereach/si-textinput,"0.5.5, 0.5.6, 0.5.7",npm
@onereach/si-validated-timestring-input,"0.3.5, 0.3.6, 0.3.7",npm
@onereach/slack-helpers,"1.0.3, 1.0.4, 1.0.5",npm
@onereach/ssml-editor,"2.0.12, 2.0.13, 2.0.14",npm
@onereach/step-components,"0.1.37, 0.1.38, 0.1.39",npm
@onereach/step-conversation,"1.0.41, 1.0.42, 1.0.43",npm
@onereach/step-run-snowflake-query,"0.1.1, 0.1.2, 0.1.3",npm
@onereach/step-voice,"7.0.32, 7.0.33, 7.0.34",npm
@onereach/styles,"27.0.2, 27.0.3, 27.0.4",npm
@onereach/time-interpreter,"1.0.30, 1.0.31, 1.0.32",npm
@onereach/ts-memoize,"1.0.2, 1.0.3, 1.0.4",npm
@onereach/types-contacts-api,"9.0.8, 9.0.9, 9.0.10",npm
@onereach/ui-components,"27.0.2, 27.0.3, 27.0.4",npm
@onereach/ui-components-common,"27.0.2, 27.0.3, 27.0.4",npm
@onereach/ui-components-vue2,"27.0.2, 27.0.3, 27.0.4",npm
@onereach/v-event-calendar,"0.1.22, 0.1.23, 0.1.24",npm
@onereach/webform,"0.3.13, 0.3.14, 0.3.15",npm
@or-sdk/account-settings,"1.3.6, 1.3.7, 1.3.8",npm
@or-sdk/accounts,"2.3.5, 2.3.6, 2.3.7",npm
@or-sdk/adapters,"0.3.6, 0.3.7, 0.3.8",npm
@or-sdk/agents,"4.21.3, 4.21.4, 4.21.5",npm
@or-sdk/api-tokens,"1.4.2, 1.4.3, 1.4.4",npm
@or-sdk/api-tokens-lambda,"1.4.2, 1.4.3, 1.4.4",npm
@or-sdk/apps,"1.2.6, 1.2.7, 1.2.8",npm
@or-sdk/auth,"0.38.1, 0.38.2, 0.38.3",npm
@or-sdk/authorizer,"0.26.7, 0.26.8, 0.26.9",npm
@or-sdk/base,"0.44.4, 0.44.5, 0.44.6",npm
@or-sdk/billing,"27.2.1, 27.2.2, 27.2.3",npm
@or-sdk/billing-internal,"27.2.1, 27.2.2, 27.2.3",npm
@or-sdk/bot-templates,"2.2.5, 2.2.6, 2.2.7",npm
@or-sdk/bots,"1.7.1, 1.7.2, 1.7.3",npm
@or-sdk/card-templates,"2.2.5, 2.2.6, 2.2.7",npm
@or-sdk/cards,"1.2.5, 1.2.6, 1.2.7",npm
@or-sdk/ccp,"10.15.4, 10.15.5, 10.15.6",npm
@or-sdk/chat,"0.3.1, 0.3.2, 0.3.3",npm
@or-sdk/contacts,"4.7.5, 4.7.6, 4.7.7",npm
@or-sdk/content-request,"0.2.6, 0.2.7, 0.2.8",npm
@or-sdk/data-hub,"0.26.5, 0.26.6, 0.26.7",npm
@or-sdk/data-hub-svc,"2.3.5, 2.3.6, 2.3.7",npm
@or-sdk/deployer,"1.7.5, 1.7.6, 1.7.7",npm
@or-sdk/deployments,"2.1.5, 2.1.6, 2.1.7",npm
@or-sdk/discovery,"1.12.1, 1.12.2, 1.12.3",npm
@or-sdk/druid,"1.4.7, 1.4.8, 1.4.9",npm
@or-sdk/event-manager,"1.1.5, 1.1.6, 1.1.7",npm
@or-sdk/files,"3.11.6, 3.11.7, 3.11.8",npm
@or-sdk/files-sync-node,"0.1.8, 0.1.9, 0.1.10",npm
@or-sdk/flow-templates,"2.1.5, 2.1.6, 2.1.7",npm
@or-sdk/flows,"2.7.8, 2.7.9, 2.7.10",npm
@or-sdk/graph,"1.10.5, 1.10.6, 1.10.7",npm
@or-sdk/hitl,"0.41.1, 0.41.2, 0.41.3",npm
@or-sdk/identifiers,"0.27.6, 0.27.7, 0.27.8",npm
@or-sdk/idw,"9.0.4, 9.0.5, 9.0.6",npm
@or-sdk/idw-public,"1.6.6, 1.6.7, 1.6.8",npm
@or-sdk/idw-skill,"1.4.1, 1.4.2, 1.4.3",npm
@or-sdk/invitations,"1.4.8, 1.4.9, 1.4.10",npm
@or-sdk/key-value-storage,"0.28.6, 0.28.7, 0.28.8",npm
@or-sdk/keys,"1.2.6, 1.2.7, 1.2.8",npm
@or-sdk/knowledge-models,"0.25.5, 0.25.6, 0.25.7",npm
@or-sdk/library,"0.5.6, 0.5.7, 0.5.8",npm
@or-sdk/library-categories,"0.2.6, 0.2.7, 0.2.8",npm
@or-sdk/library-source,"0.4.5, 0.4.6, 0.4.7",npm
@or-sdk/library-types-v1,"9.0.1, 9.0.2, 9.0.3",npm
@or-sdk/library-types-v2,"9.0.1, 9.0.2, 9.0.3",npm
@or-sdk/lookup,"1.25.1, 1.25.2, 1.25.3",npm
@or-sdk/markdowner,"0.5.1, 0.5.2, 0.5.3",npm
@or-sdk/mcp-tools,"0.5.2, 0.5.3, 0.5.4",npm
@or-sdk/notifications,"1.7.5, 1.7.6, 1.7.7",npm
@or-sdk/password,"1.3.6, 1.3.7, 1.3.8",npm
@or-sdk/payments,"3.2.5, 3.2.6, 3.2.7",npm
@or-sdk/permissions,"2.8.1, 2.8.2, 2.8.3",npm
@or-sdk/permissions-cli,"1.4.1, 1.4.2, 1.4.3",npm
@or-sdk/permissions-lambda,"2.5.1, 2.5.2, 2.5.3",npm
@or-sdk/pgsql,"1.5.1, 1.5.2, 1.5.3",npm
@or-sdk/providers,"0.3.6, 0.3.7, 0.3.8",npm
@or-sdk/qna,"3.4.2, 3.4.3, 3.4.4",npm
@or-sdk/queue-manager,"1.4.6, 1.4.7, 1.4.8",npm
@or-sdk/sdk-api,"0.29.2, 0.29.3, 0.29.4",npm
@or-sdk/settings,"0.25.6, 0.25.7, 0.25.8",npm
@or-sdk/sku-builder,"2.5.1, 2.5.2, 2.5.3",npm
@or-sdk/source,"2.1.5, 2.1.6, 2.1.7",npm
@or-sdk/source-api,"1.1.1, 1.1.2, 1.1.3",npm
@or-sdk/step-templates,"2.2.5, 2.2.6, 2.2.7",npm
@or-sdk/store,"2.1.5, 2.1.6, 2.1.7",npm
@or-sdk/tables,"0.28.5, 0.28.6, 0.28.7",npm
@or-sdk/tags,"1.1.5, 1.1.6, 1.1.7",npm
@or-sdk/tickets,"1.9.5, 1.9.6, 1.9.7",npm
@or-sdk/transcripts,"1.2.5, 1.2.6, 1.2.7",npm
@or-sdk/users,"3.8.1, 3.8.2, 3.8.3",npm
@or-sdk/view-templates,"2.2.5, 2.2.6, 2.2.7",npm
@or-sdk/views,"3.1.5, 3.1.6, 3.1.7",npm
@or-sdk/web-search,"0.6.1, 0.6.2, 0.6.3",npm
@ornikar/apollo-link-timeout,"1.4.2, 1.4.3, 1.4.4, 1.4.5, 1.4.6, 1.4.7, 1.4.8, 1.4.9, 1.4.10, 1.4.11",npm
@ornikar/babel-preset-base,"6.0.3, 6.0.4, 6.0.5, 6.0.6, 6.0.7, 6.0.8, 6.0.9, 6.0.10, 6.0.11, 6.0.12, 6.0.13, 6.0.14",npm
@ornikar/babel-preset-kitt-universal,"8.0.3, 8.0.4, 8.0.5, 8.0.6, 8.0.7, 8.0.8, 8.0.9, 8.0.10, 8.0.11, 8.0.12",npm
@ornikar/babel-preset-react,"6.1.4, 6.1.5, 6.1.6, 6.1.7, 6.1.8, 6.1.9, 6.1.10, 6.1.11, 6.1.12, 6.1.13, 6.1.14",npm
@ornikar/browserslist-config,"8.0.3, 8.0.4, 8.0.5, 8.0.6, 8.0.7, 8.0.8, 8.0.9, 8.0.10, 8.0.11",npm
@ornikar/commitlint-config,"8.3.2, 8.3.3, 8.3.4, 8.3.5, 8.3.6, 8.3.7, 8.3.8, 8.3.9, 8.3.10, 8.3.11, 8.3.12",npm
@ornikar/eslint-config,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10, 24.0.11, 24.0.12",npm
@ornikar/eslint-config-babel,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10, 24.0.11, 24.0.12",npm
@ornikar/eslint-config-babel-use,"13.2.1, 13.2.2, 13.2.3, 13.2.4, 13.2.5, 13.2.6, 13.2.7, 13.2.8, 13.2.9, 13.2.10, 13.2.11, 13.2.12",npm
@ornikar/eslint-config-formatjs,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10",npm
@ornikar/eslint-config-node,"12.2.1, 12.2.2, 12.2.3, 12.2.4, 12.2.5, 12.2.6, 12.2.7, 12.2.8, 12.2.9, 12.2.10",npm
@ornikar/eslint-config-react,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10, 24.0.11",npm
@ornikar/eslint-config-typescript,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10",npm
@ornikar/eslint-config-typescript-nestjs,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10, 24.0.11",npm
@ornikar/eslint-config-typescript-react,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10, 24.0.11",npm
@ornikar/eslint-plugin-neverthrow,"1.3.1, 1.3.2, 1.3.3, 1.3.4, 1.3.5, 1.3.6, 1.3.7, 1.3.8, 1.3.9, 1.3.10, 1.3.11, 1.3.12",npm
@ornikar/eslint-plugin-ornikar,"24.0.1, 24.0.2, 24.0.3, 24.0.4, 24.0.5, 24.0.6, 24.0.7, 24.0.8, 24.0.9, 24.0.10, 24.0.11",npm
@ornikar/graphql-config,"1.1.1, 1.1.2, 1.1.3, 1.1.4, 1.1.5, 1.1.6, 1.1.7, 1.1.8, 1.1.9, 1.1.10, 1.1.11",npm
@ornikar/intl-config,"10.0.2, 10.0.3, 10.0.4, 10.0.5, 10.0.6, 10.0.7, 10.0.8, 10.0.9, 10.0.10",npm
@ornikar/jest-config,"13.0.3, 13.0.4, 13.0.5, 13.0.6, 13.0.7, 13.0.8, 13.0.9, 13.0.10, 13.0.11, 13.0.12, 13.0.13",npm
@ornikar/jest-config-react,"18.0.2, 18.0.3, 18.0.4, 18.0.5, 18.0.6, 18.0.7, 18.0.8, 18.0.9, 18.0.10, 18.0.11",npm
@ornikar/jest-config-react-native,"17.0.2, 17.0.3, 17.0.4, 17.0.5, 17.0.6, 17.0.7, 17.0.8, 17.0.9, 17.0.10, 17.0.11, 17.0.12",npm
@ornikar/jest-config-react-native-web,"12.0.3, 12.0.4, 12.0.5, 12.0.6, 12.0.7, 12.0.8, 12.0.9, 12.0.10, 12.0.11, 12.0.12, 12.0.13",npm
@ornikar/kitt2,"1.0.1, 1.0.2, 1.0.3, 1.0.4, 1.0.5, 1.0.6, 1.0.7, 1.0.8, 1.0.9, 1.0.10, 1.0.11",npm
@ornikar/lerna-config,"11.0.1, 11.0.2, 11.0.3, 11.0.4, 11.0.5, 11.0.6, 11.0.7, 11.0.8, 11.0.9, 11.0.10, 11.0.11",npm
@ornikar/monorepo-config,"14.3.2, 14.3.3, 14.3.4, 14.3.5, 14.3.6, 14.3.7, 14.3.8, 14.3.9, 14.3.10, 14.3.11, 14.3.12, 14.3.13",npm
@ornikar/postcss-config,"9.1.2, 9.1.3, 9.1.4, 9.1.5, 9.1.6, 9.1.7, 9.1.8, 9.1.9, 9.1.10, 9.1.11, 9.1.12",npm
@ornikar/prettier-config,"9.0.3, 9.0.4, 9.0.5, 9.0.6, 9.0.7, 9.0.8, 9.0.9, 9.0.10, 9.0.11",npm
@ornikar/prismic-components,"0.0.2, 0.0.3, 0.0.4, 0.0.5, 0.0.6, 0.0.7, 0.0.8, 0.0.9, 0.0.10, 0.0.11, 0.0.12",npm
@ornikar/react-modern-calendar-datepicker,"3.2.1, 3.2.2, 3.2.3, 3.2.4, 3.2.5, 3.2.6, 3.2.7, 3.2.8, 3.2.9, 3.2.10, 3.2.11",npm
@ornikar/react-native-svg-transformer,"1.0.6, 1.0.7, 1.0.8, 1.0.9, 1.0.10, 1.0.11, 1.0.12, 1.0.13",npm
@ornikar/renovate-config,"9.0.2, 9.0.3, 9.0.4, 9.0.5, 9.0.6, 9.0.7, 9.0.8, 9.0.9, 9.0.10, 9.0.11, 9.0.12, 9.0.13",npm
@ornikar/repo-config,"15.3.3, 15.3.4, 15.3.5, 15.3.6, 15.3.7, 15.3.8, 15.3.9, 15.3.10, 15.3.11, 15.3.12, 15.3.13",npm
@ornikar/repo-config-react,"13.0.8, 13.0.9, 13.0.10, 13.0.11, 13.0.12, 13.0.13, 13.0.14, 13.0.15, 13.0.16, 13.0.17, 13.0.18, 13.0.19",npm
@ornikar/repo-config-react-legacy-css,"15.1.2, 15.1.3, 15.1.4, 15.1.5, 15.1.6, 15.1.7, 15.1.8, 15.1.9, 15.1.10, 15.1.11, 15.1.12, 15.1.13",npm
@ornikar/rollup-config,"11.1.2, 11.1.3, 11.1.4, 11.1.5, 11.1.6, 11.1.7, 11.1.8, 11.1.9, 11.1.10, 11.1.11, 11.1.12, 11.1.13",npm
@ornikar/rollup-plugin-postcss,"2.0.5, 2.0.6, 2.0.7, 2.0.8, 2.0.9, 2.0.10, 2.0.11, 2.0.12, 2.0.13, 2.0.14, 2.0.15",npm
@ornikar/slate-react-fork,"1.0.1, 1.0.2, 1.0.3, 1.0.4, 1.0.5, 1.0.6, 1.0.7, 1.0.8, 1.0.9, 1.0.10, 1.0.11",npm
@ornikar/storybook-config,"12.1.2, 12.1.3, 12.1.4, 12.1.5, 12.1.6, 12.1.7, 12.1.8, 12.1.9, 12.1.10",npm
@ornikar/stylelint-config,"14.0.3, 14.0.4, 14.0.5, 14.0.6, 14.0.7, 14.0.8, 14.0.9, 14.0.10, 14.0.11, 14.0.12, 14.0.13",npm
@ornikar/typed-css-modules-loader,"0.8.2, 0.8.3, 0.8.4, 0.8.5, 0.8.6, 0.8.7, 0.8.8, 0.8.9, 0.8.10, 0.8.11, 0.8.12",npm
@ornikar/webpack-config,"12.0.2, 12.0.3, 12.0.4, 12.0.5, 12.0.6, 12.0.7, 12.0.8, 12.0.9, 12.0.10, 12.0.11, 12.0.12",npm
@picsart/ai-sdk,3.32.2,npm
@picsart/gen-ai,2.55.11,npm
@qlik/api,2.14.2,npm
@qlik/browserslist-config,3.0.2,npm
@qlik/carbon-core,2.1.1,npm
@qlik/carboncopy,1.1.6,npm
@qlik/design-tokens,1.3.13,npm
@qlik/dts-bundler,2.0.3,npm
@qlik/embed-react,2.5.3,npm
@qlik/embed-runtime,1.6.4,npm
@qlik/embed-svelte,1.1.4,npm
@qlik/embed-web-components,1.7.3,npm
@qlik/eslint-config,2.0.20,npm
@qlik/eslint-config-base,0.1.1,npm
@qlik/eslint-config-react,0.1.1,npm
@qlik/eslint-config-svelte,0.1.1,npm
@qlik/eslint-config-vue,0.1.1,npm
@qlik/nebula-table-utils,2.6.9,npm
@qlik/oxfmt-config,0.1.6,npm
@qlik/oxlint-config,0.7.2,npm
@qlik/prettier-config,1.0.3,npm
@qlik/react-native-simple-grid,1.5.5,npm
@qlik/runtime-module-loader,1.5.1,npm
@qlik/sdk,0.28.1,npm
@qlik/sprout-design-docs,1.0.2,npm
@qlik/sprout-gesture,0.0.13,npm
@qlik/sprout-icons,0.12.3,npm
@qlik/sprout-react,6.45.3,npm
@qlik/sprout-react-table,0.16.7,npm
@qlik/tsconfig,1.0.3,npm
@servicetitan/acquisition-functions,"5.22.1, 5.22.2, 5.22.3, 5.22.4, 5.22.5, 5.22.6, 5.22.7",npm
@servicetitan/admin-layout,"2.4.3, 2.4.4, 2.4.5, 2.4.6, 2.4.7, 2.4.8, 2.4.9",npm
@servicetitan/admin-sql-table,"1.0.14, 1.0.15, 1.0.16, 1.0.17, 1.0.18, 1.0.19, 1.0.20",npm
@servicetitan/ajax-handlers,"38.1.1, 38.1.2, 38.1.3, 38.1.4, 38.1.5, 38.1.6, 38.1.7",npm
@servicetitan/anvil-css-utilities,"14.5.4, 14.5.5, 14.5.6, 14.5.7, 14.5.8, 14.5.9, 14.5.10",npm
@servicetitan/anvil-fonts,"14.5.4, 14.5.5, 14.5.6, 14.5.7, 14.5.8, 14.5.9, 14.5.10",npm
@servicetitan/anvil-icon,"0.5.1, 0.5.2, 0.5.3, 0.5.4, 0.5.5, 0.5.6, 0.5.7",npm
@servicetitan/anvil-icons,"14.5.4, 14.5.5, 14.5.6, 14.5.7, 14.5.8, 14.5.9, 14.5.10",npm
@servicetitan/anvil-react,"0.11.3, 0.11.4, 0.11.5, 0.11.6, 0.11.7, 0.11.8, 0.11.9",npm
@servicetitan/anvil-themes,"14.5.4, 14.5.5, 14.5.6, 14.5.7, 14.5.8, 14.5.9, 14.5.10",npm
@servicetitan/anvil-token,"0.4.1, 0.4.2, 0.4.3, 0.4.4, 0.4.5, 0.4.6, 0.4.7",npm
@servicetitan/anvil2,"3.9.1, 3.9.2, 3.9.3, 3.9.4, 3.9.5, 3.9.6, 3.9.7",npm
@servicetitan/anvil2-codemods,"0.11.2, 0.11.3, 0.11.4, 0.11.5, 0.11.6, 0.11.7, 0.11.8",npm
@servicetitan/anvil2-ext-atlas,"4.0.2, 4.0.3, 4.0.4, 4.0.5, 4.0.6, 4.0.7, 4.0.8",npm
@servicetitan/anvil2-ext-charts,"0.2.4, 0.2.5, 0.2.6, 0.2.7, 0.2.8, 0.2.9, 0.2.10",npm
@servicetitan/anvil2-ext-common,"0.7.1, 0.7.2, 0.7.3, 0.7.4, 0.7.5, 0.7.6, 0.7.7",npm
@servicetitan/anvil2-ext-mwv,"0.0.5, 0.0.6, 0.0.7, 0.0.8, 0.0.9, 0.0.10, 0.0.11",npm
@servicetitan/anvil2-illustrations,"1.0.2, 1.0.3, 1.0.4, 1.0.5, 1.0.6, 1.0.7, 1.0.8",npm
@servicetitan/anvil2-mcp,"0.0.9, 0.0.10, 0.0.11, 0.0.12, 0.0.13, 0.0.14, 0.0.15",npm
@servicetitan/assist-ui,"2.1.1, 2.1.2, 2.1.3, 2.1.4, 2.1.5, 2.1.6, 2.1.7",npm
@servicetitan/assist-utils,"1.1.2, 1.1.3, 1.1.4, 1.1.5, 1.1.6, 1.1.7, 1.1.8",npm
@servicetitan/carto-charts-core,"0.0.2, 0.0.3, 0.0.4, 0.0.5, 0.0.6, 0.0.7, 0.0.8",npm
@servicetitan/carto-charts-react,"0.0.2, 0.0.3, 0.0.4, 0.0.5, 0.0.6, 0.0.7, 0.0.8",npm
@servicetitan/carto-charts-rn,"0.0.2, 0.0.3, 0.0.4, 0.0.5, 0.0.6, 0.0.7, 0.0.8",npm
@servicetitan/carto-react-kit,"0.8.4, 0.8.5, 0.8.6, 0.8.7, 0.8.8, 0.8.9, 0.8.10",npm
@servicetitan/carto-rn-kit,"0.0.10, 0.0.11, 0.0.12, 0.0.13, 0.0.14, 0.0.15, 0.0.16",npm
@servicetitan/carto-tokens,"0.3.1, 0.3.2, 0.3.3, 0.3.4, 0.3.5, 0.3.6, 0.3.7",npm
@servicetitan/component-usage,"28.5.1, 28.5.2, 28.5.3, 28.5.4, 28.5.5, 28.5.6, 28.5.7",npm
@servicetitan/confirm,"41.3.1, 41.3.2, 41.3.3, 41.3.4, 41.3.5, 41.3.6, 41.3.7",npm
@servicetitan/confirm-navigation,"41.3.1, 41.3.2, 41.3.3, 41.3.4, 41.3.5, 41.3.6, 41.3.7",npm
@servicetitan/contentful,"0.0.3, 0.0.4, 0.0.5, 0.0.6, 0.0.7, 0.0.8, 0.0.9",npm
@servicetitan/contentful-proxy,"1.1.12, 1.1.13, 1.1.14, 1.1.15, 1.1.16, 1.1.17, 1.1.18",npm
@servicetitan/cp-api,"1.115.1, 1.115.2, 1.115.3, 1.115.4, 1.115.5, 1.115.6, 1.115.7",npm
@servicetitan/cp-mfe,"1.115.1, 1.115.2, 1.115.3, 1.115.4, 1.115.5, 1.115.6, 1.115.7",npm
@servicetitan/cp-mfe-dev,"1.115.1, 1.115.2, 1.115.3, 1.115.4, 1.115.5, 1.115.6, 1.115.7",npm
@servicetitan/cp-react-hooks,"1.115.1, 1.115.2, 1.115.3, 1.115.4, 1.115.5, 1.115.6, 1.115.7",npm
@servicetitan/cp-ui,"1.115.1, 1.115.2, 1.115.3, 1.115.4, 1.115.5, 1.115.6, 1.115.7",npm
@servicetitan/culture,"41.3.1, 41.3.2, 41.3.3, 41.3.4, 41.3.5, 41.3.6, 41.3.7",npm
@servicetitan/data-query,"41.3.1, 41.3.2, 41.3.3, 41.3.4, 41.3.5, 41.3.6, 41.3.7",npm
@servicetitan/datadog-rum,"38.1.1, 38.1.2, 38.1.3, 38.1.4, 38.1.5, 38.1.6, 38.1.7",npm
@servicetitan/datetime-utils,"41.3.1, 41.3.2, 41.3.3, 41.3.4, 41.3.5, 41.3.6, 41.3.7",npm
@servicetitan/design-system,"14.5.4, 14.5.5, 14.5.6, 14.5.7, 14.5.8, 14.5.9, 14.5.10",npm
@servicetitan/docs-anvil-uikit-contrib,"41.3.1, 41.3.2, 41.3.3, 41.3.4, 41.3.5, 41.3.6, 41.3.7",npm
@servicetitan/docs-uikit,"38.1.1, 38.1.2, 38.1.3, 38.1.4, 38.1.5, 38.1.6, 38.1.7",npm
